$0;1496076212983357044;1.10;KIEKER-SINGLETON;a6b9179e06cd;1;false;0;NANOSECONDS;1
$1;1496076248436960950;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();81C95194D5DA365AA2B243A7942E8EA0;6081829821787145161;1496076248429326054;1496076248436955996;a6b9179e06cd;4;4
$1;1496076248438855088;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();81C95194D5DA365AA2B243A7942E8EA0;6081829821787145161;1496076248427532374;1496076248438852323;a6b9179e06cd;3;3
$1;1496076248438888235;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();81C95194D5DA365AA2B243A7942E8EA0;6081829821787145161;1496076248427512902;1496076248438886630;a6b9179e06cd;2;2
$1;1496076248440531350;HTTP_VetsService.GET;81C95194D5DA365AA2B243A7942E8EA0;6081829821787145161;1496076248426840614;1496076248440507372;a6b9179e06cd;1;1
$1;1496076248671725499;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();4393E2ACCBA6FBC962B8A74B8839088D;6081829821787145168;1496076248663861066;1496076248671718465;a6b9179e06cd;4;4
$1;1496076248674082449;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();4393E2ACCBA6FBC962B8A74B8839088D;6081829821787145168;1496076248662042401;1496076248674072436;a6b9179e06cd;3;3
$1;1496076248674151418;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();4393E2ACCBA6FBC962B8A74B8839088D;6081829821787145168;1496076248662022939;1496076248674149574;a6b9179e06cd;2;2
$1;1496076248676178675;HTTP_VetsService.GET;4393E2ACCBA6FBC962B8A74B8839088D;6081829821787145168;1496076248661442296;1496076248676152797;a6b9179e06cd;1;1
$1;1496076248857847711;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();607B11016CDF782CBAC1BAD06C9CF7EC;6081829821787145175;1496076248849906989;1496076248857842176;a6b9179e06cd;4;4
$1;1496076248859786012;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();607B11016CDF782CBAC1BAD06C9CF7EC;6081829821787145175;1496076248848249767;1496076248859783230;a6b9179e06cd;3;3
$1;1496076248859819594;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();607B11016CDF782CBAC1BAD06C9CF7EC;6081829821787145175;1496076248848230575;1496076248859817881;a6b9179e06cd;2;2
$1;1496076248861662225;HTTP_VetsService.GET;607B11016CDF782CBAC1BAD06C9CF7EC;6081829821787145175;1496076248847599753;1496076248861637058;a6b9179e06cd;1;1
$1;1496076249060852866;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();38351D87567887A6318B646400C04FF2;6081829821787145182;1496076249053187115;1496076249060846704;a6b9179e06cd;4;4
$1;1496076249062740277;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();38351D87567887A6318B646400C04FF2;6081829821787145182;1496076249051515288;1496076249062737202;a6b9179e06cd;3;3
$1;1496076249062781113;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();38351D87567887A6318B646400C04FF2;6081829821787145182;1496076249051496720;1496076249062779443;a6b9179e06cd;2;2
$1;1496076249064507464;HTTP_VetsService.GET;38351D87567887A6318B646400C04FF2;6081829821787145182;1496076249050778538;1496076249064482730;a6b9179e06cd;1;1
$1;1496076249280360031;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();8ECD6374302A48E1ACF1D973A1B72618;6081829821787145189;1496076249272651572;1496076249280354418;a6b9179e06cd;4;4
$1;1496076249282278940;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();8ECD6374302A48E1ACF1D973A1B72618;6081829821787145189;1496076249270700330;1496076249282276140;a6b9179e06cd;3;3
$1;1496076249282310438;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();8ECD6374302A48E1ACF1D973A1B72618;6081829821787145189;1496076249270681025;1496076249282309128;a6b9179e06cd;2;2
$1;1496076249284004601;HTTP_VetsService.GET;8ECD6374302A48E1ACF1D973A1B72618;6081829821787145189;1496076249270063372;1496076249283979152;a6b9179e06cd;1;1
$1;1496076249480633612;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();7F43F0DF2B6A8E5CDBF5AD036A9111A6;6081829821787145196;1496076249473191395;1496076249480629064;a6b9179e06cd;4;4
$1;1496076249482516358;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();7F43F0DF2B6A8E5CDBF5AD036A9111A6;6081829821787145196;1496076249471639259;1496076249482513648;a6b9179e06cd;3;3
$1;1496076249482548261;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();7F43F0DF2B6A8E5CDBF5AD036A9111A6;6081829821787145196;1496076249471623590;1496076249482546973;a6b9179e06cd;2;2
$1;1496076249485504221;HTTP_VetsService.GET;7F43F0DF2B6A8E5CDBF5AD036A9111A6;6081829821787145196;1496076249471142825;1496076249485477924;a6b9179e06cd;1;1
$1;1496076249701013407;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();5FED00F39D4AB4AE0C8F0C8D75090C05;6081829821787145203;1496076249693156909;1496076249701007965;a6b9179e06cd;4;4
$1;1496076249702956579;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();5FED00F39D4AB4AE0C8F0C8D75090C05;6081829821787145203;1496076249691352886;1496076249702952167;a6b9179e06cd;3;3
$1;1496076249702990271;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();5FED00F39D4AB4AE0C8F0C8D75090C05;6081829821787145203;1496076249691334088;1496076249702988595;a6b9179e06cd;2;2
$1;1496076249704644246;HTTP_VetsService.GET;5FED00F39D4AB4AE0C8F0C8D75090C05;6081829821787145203;1496076249690682274;1496076249704619123;a6b9179e06cd;1;1
$1;1496076249922445450;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();7CA23275B681C755DB8CEE43FCB1873A;6081829821787145210;1496076249913856397;1496076249922439350;a6b9179e06cd;4;4
$1;1496076249924537673;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();7CA23275B681C755DB8CEE43FCB1873A;6081829821787145210;1496076249911361564;1496076249924534258;a6b9179e06cd;3;3
$1;1496076249924585727;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();7CA23275B681C755DB8CEE43FCB1873A;6081829821787145210;1496076249911342405;1496076249924584021;a6b9179e06cd;2;2
$1;1496076249926670522;HTTP_VetsService.GET;7CA23275B681C755DB8CEE43FCB1873A;6081829821787145210;1496076249910584196;1496076249926642368;a6b9179e06cd;1;1
$1;1496076250139884057;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();2AFDE0CB6E7DCDE4C74AE4B2AC391DCE;6081829821787145217;1496076250131882723;1496076250139878136;a6b9179e06cd;4;4
$1;1496076250141781001;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();2AFDE0CB6E7DCDE4C74AE4B2AC391DCE;6081829821787145217;1496076250129998376;1496076250141778275;a6b9179e06cd;3;3
$1;1496076250141816703;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();2AFDE0CB6E7DCDE4C74AE4B2AC391DCE;6081829821787145217;1496076250129978562;1496076250141814964;a6b9179e06cd;2;2
$1;1496076250143472228;HTTP_VetsService.GET;2AFDE0CB6E7DCDE4C74AE4B2AC391DCE;6081829821787145217;1496076250129386301;1496076250143447195;a6b9179e06cd;1;1
$1;1496076250358652267;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();EFA08127395B0F50C1B92E499E387903;6081829821787145224;1496076250350810003;1496076250358646567;a6b9179e06cd;4;4
$1;1496076250360605245;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();EFA08127395B0F50C1B92E499E387903;6081829821787145224;1496076250348927581;1496076250360601545;a6b9179e06cd;3;3
$1;1496076250360644547;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();EFA08127395B0F50C1B92E499E387903;6081829821787145224;1496076250348908792;1496076250360642867;a6b9179e06cd;2;2
$1;1496076250362487263;HTTP_VetsService.GET;EFA08127395B0F50C1B92E499E387903;6081829821787145224;1496076250348320616;1496076250362462467;a6b9179e06cd;1;1
$1;1496076250575551027;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();F7BEF69BCB5574117F778F800DE4D72E;6081829821787145231;1496076250567745911;1496076250575545196;a6b9179e06cd;4;4
$1;1496076250577544300;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();F7BEF69BCB5574117F778F800DE4D72E;6081829821787145231;1496076250566084498;1496076250577541653;a6b9179e06cd;3;3
$1;1496076250577578212;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();F7BEF69BCB5574117F778F800DE4D72E;6081829821787145231;1496076250566065805;1496076250577577369;a6b9179e06cd;2;2
$1;1496076250579349281;HTTP_VetsService.GET;F7BEF69BCB5574117F778F800DE4D72E;6081829821787145231;1496076250565453490;1496076250579325798;a6b9179e06cd;1;1
$1;1496076250795440082;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();76EFEFEC95DA8BA7913FDE0FFC8546BD;6081829821787145238;1496076250787178605;1496076250795434200;a6b9179e06cd;4;4
$1;1496076250797385411;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();76EFEFEC95DA8BA7913FDE0FFC8546BD;6081829821787145238;1496076250785496520;1496076250797382230;a6b9179e06cd;3;3
$1;1496076250797419540;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();76EFEFEC95DA8BA7913FDE0FFC8546BD;6081829821787145238;1496076250785477207;1496076250797418248;a6b9179e06cd;2;2
$1;1496076250799074598;HTTP_VetsService.GET;76EFEFEC95DA8BA7913FDE0FFC8546BD;6081829821787145238;1496076250784884660;1496076250799049952;a6b9179e06cd;1;1
$1;1496076250982982856;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();94DC670749FE26D857BAE66B5497F800;6081829821787145245;1496076250974763390;1496076250982977320;a6b9179e06cd;4;4
$1;1496076250984907037;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();94DC670749FE26D857BAE66B5497F800;6081829821787145245;1496076250973202916;1496076250984904232;a6b9179e06cd;3;3
$1;1496076250984939171;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();94DC670749FE26D857BAE66B5497F800;6081829821787145245;1496076250973184552;1496076250984937882;a6b9179e06cd;2;2
$1;1496076250986797007;HTTP_VetsService.GET;94DC670749FE26D857BAE66B5497F800;6081829821787145245;1496076250972572915;1496076250986773168;a6b9179e06cd;1;1
$1;1496076251185812451;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();AAE7330965C4A828A5055A6CE1DB76D0;6081829821787145252;1496076251177336472;1496076251185806277;a6b9179e06cd;4;4
$1;1496076251187938758;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();AAE7330965C4A828A5055A6CE1DB76D0;6081829821787145252;1496076251175774111;1496076251187935653;a6b9179e06cd;3;3
$1;1496076251187981471;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();AAE7330965C4A828A5055A6CE1DB76D0;6081829821787145252;1496076251175756302;1496076251187979741;a6b9179e06cd;2;2
$1;1496076251189709408;HTTP_VetsService.GET;AAE7330965C4A828A5055A6CE1DB76D0;6081829821787145252;1496076251175163625;1496076251189684829;a6b9179e06cd;1;1
$1;1496076251404445773;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();2583639A40C7CA962E790CFB5190D098;6081829821787145259;1496076251396198849;1496076251404439402;a6b9179e06cd;4;4
$1;1496076251406527958;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();2583639A40C7CA962E790CFB5190D098;6081829821787145259;1496076251394780899;1496076251406525303;a6b9179e06cd;3;3
$1;1496076251406572249;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();2583639A40C7CA962E790CFB5190D098;6081829821787145259;1496076251394761582;1496076251406569884;a6b9179e06cd;2;2
$1;1496076251408291653;HTTP_VetsService.GET;2583639A40C7CA962E790CFB5190D098;6081829821787145259;1496076251394100350;1496076251408268559;a6b9179e06cd;1;1
$1;1496076251607739979;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();770697634A28A59833AD737A3906CDE5;6081829821787145266;1496076251599829807;1496076251607735791;a6b9179e06cd;4;4
$1;1496076251609660860;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();770697634A28A59833AD737A3906CDE5;6081829821787145266;1496076251598356518;1496076251609658346;a6b9179e06cd;3;3
$1;1496076251609703258;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();770697634A28A59833AD737A3906CDE5;6081829821787145266;1496076251598337692;1496076251609701521;a6b9179e06cd;2;2
$1;1496076251611348913;HTTP_VetsService.GET;770697634A28A59833AD737A3906CDE5;6081829821787145266;1496076251597746889;1496076251611327967;a6b9179e06cd;1;1
$1;1496076251810713251;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();205F3222EC1B8CB5814498E9E1F9C471;6081829821787145273;1496076251803031379;1496076251810707364;a6b9179e06cd;4;4
$1;1496076251812674389;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();205F3222EC1B8CB5814498E9E1F9C471;6081829821787145273;1496076251801399648;1496076251812671657;a6b9179e06cd;3;3
$1;1496076251812717760;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();205F3222EC1B8CB5814498E9E1F9C471;6081829821787145273;1496076251801380673;1496076251812717155;a6b9179e06cd;2;2
$1;1496076251814335749;HTTP_VetsService.GET;205F3222EC1B8CB5814498E9E1F9C471;6081829821787145273;1496076251800792243;1496076251814307846;a6b9179e06cd;1;1
$1;1496076252014707099;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();4B80D39F99F6F378A3FB7B508B977872;6081829821787145280;1496076252007233240;1496076252014701554;a6b9179e06cd;4;4
$1;1496076252017013666;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();4B80D39F99F6F378A3FB7B508B977872;6081829821787145280;1496076252005662593;1496076252017010993;a6b9179e06cd;3;3
$1;1496076252017051489;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();4B80D39F99F6F378A3FB7B508B977872;6081829821787145280;1496076252005644167;1496076252017049736;a6b9179e06cd;2;2
$1;1496076252018790648;HTTP_VetsService.GET;4B80D39F99F6F378A3FB7B508B977872;6081829821787145280;1496076252005035877;1496076252018766338;a6b9179e06cd;1;1
$1;1496076252215943292;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();DEC330BBD0715399E8EC066FE41D8097;6081829821787145287;1496076252208475031;1496076252215936542;a6b9179e06cd;4;4
$1;1496076252217866317;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();DEC330BBD0715399E8EC066FE41D8097;6081829821787145287;1496076252206970388;1496076252217863617;a6b9179e06cd;3;3
$1;1496076252217906163;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();DEC330BBD0715399E8EC066FE41D8097;6081829821787145287;1496076252206948416;1496076252217904533;a6b9179e06cd;2;2
$1;1496076252219591136;HTTP_VetsService.GET;DEC330BBD0715399E8EC066FE41D8097;6081829821787145287;1496076252206304722;1496076252219567888;a6b9179e06cd;1;1
$1;1496076252419480576;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();39DA1DCCFBF426AE6E1DED332D597DDD;6081829821787145294;1496076252411668905;1496076252419475755;a6b9179e06cd;4;4
$1;1496076252421421555;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();39DA1DCCFBF426AE6E1DED332D597DDD;6081829821787145294;1496076252410025812;1496076252421419052;a6b9179e06cd;3;3
$1;1496076252421457832;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();39DA1DCCFBF426AE6E1DED332D597DDD;6081829821787145294;1496076252410007730;1496076252421456297;a6b9179e06cd;2;2
$1;1496076252423103730;HTTP_VetsService.GET;39DA1DCCFBF426AE6E1DED332D597DDD;6081829821787145294;1496076252409420477;1496076252423079058;a6b9179e06cd;1;1
$1;1496076252623714182;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();DA860267068096E556561D2743652369;6081829821787145301;1496076252615679416;1496076252623708559;a6b9179e06cd;4;4
$1;1496076252625917759;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();DA860267068096E556561D2743652369;6081829821787145301;1496076252613982179;1496076252625915100;a6b9179e06cd;3;3
$1;1496076252625950329;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();DA860267068096E556561D2743652369;6081829821787145301;1496076252613962972;1496076252625948909;a6b9179e06cd;2;2
$1;1496076252627634795;HTTP_VetsService.GET;DA860267068096E556561D2743652369;6081829821787145301;1496076252613341252;1496076252627610843;a6b9179e06cd;1;1
$1;1496076252842416986;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();7F926B9F21A473C6AB5942B947A5AD1B;6081829821787145308;1496076252834712978;1496076252842410886;a6b9179e06cd;4;4
$1;1496076252844655242;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();7F926B9F21A473C6AB5942B947A5AD1B;6081829821787145308;1496076252832947998;1496076252844652250;a6b9179e06cd;3;3
$1;1496076252844694356;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();7F926B9F21A473C6AB5942B947A5AD1B;6081829821787145308;1496076252832926703;1496076252844693079;a6b9179e06cd;2;2
$1;1496076252846450042;HTTP_VetsService.GET;7F926B9F21A473C6AB5942B947A5AD1B;6081829821787145308;1496076252832283105;1496076252846426184;a6b9179e06cd;1;1
$1;1496076253030135557;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();62FCDA7FF7B7EB50025EAAE87C215304;6081829821787145315;1496076253022807711;1496076253030129852;a6b9179e06cd;4;4
$1;1496076253032133089;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();62FCDA7FF7B7EB50025EAAE87C215304;6081829821787145315;1496076253020634425;1496076253032130420;a6b9179e06cd;3;3
$1;1496076253032164284;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();62FCDA7FF7B7EB50025EAAE87C215304;6081829821787145315;1496076253020615016;1496076253032162976;a6b9179e06cd;2;2
$1;1496076253034331016;HTTP_VetsService.GET;62FCDA7FF7B7EB50025EAAE87C215304;6081829821787145315;1496076253019991842;1496076253034306574;a6b9179e06cd;1;1
$1;1496076253248266970;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();A3538431EB50C16EB3FB49996FC03910;6081829821787145322;1496076253240429115;1496076253248260934;a6b9179e06cd;4;4
$1;1496076253250175410;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();A3538431EB50C16EB3FB49996FC03910;6081829821787145322;1496076253238735738;1496076253250172719;a6b9179e06cd;3;3
$1;1496076253250220285;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();A3538431EB50C16EB3FB49996FC03910;6081829821787145322;1496076253238716612;1496076253250218508;a6b9179e06cd;2;2
$1;1496076253251909254;HTTP_VetsService.GET;A3538431EB50C16EB3FB49996FC03910;6081829821787145322;1496076253238124621;1496076253251886806;a6b9179e06cd;1;1
$1;1496076253467251675;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();54EA267AB4D998FCA1CED033802750B2;6081829821787145329;1496076253459424403;1496076253467245783;a6b9179e06cd;4;4
$1;1496076253469211643;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();54EA267AB4D998FCA1CED033802750B2;6081829821787145329;1496076253457868425;1496076253469209113;a6b9179e06cd;3;3
$1;1496076253469252286;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();54EA267AB4D998FCA1CED033802750B2;6081829821787145329;1496076253457850276;1496076253469251108;a6b9179e06cd;2;2
$1;1496076253470852281;HTTP_VetsService.GET;54EA267AB4D998FCA1CED033802750B2;6081829821787145329;1496076253457254098;1496076253470828633;a6b9179e06cd;1;1
$1;1496076253686293333;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();CAE914D503811C41A0CA5691CA8D00DE;6081829821787145336;1496076253678611264;1496076253686287276;a6b9179e06cd;4;4
$1;1496076253688231687;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();CAE914D503811C41A0CA5691CA8D00DE;6081829821787145336;1496076253676991769;1496076253688228865;a6b9179e06cd;3;3
$1;1496076253688269534;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();CAE914D503811C41A0CA5691CA8D00DE;6081829821787145336;1496076253676973760;1496076253688268717;a6b9179e06cd;2;2
$1;1496076253689845875;HTTP_VetsService.GET;CAE914D503811C41A0CA5691CA8D00DE;6081829821787145336;1496076253676383500;1496076253689822863;a6b9179e06cd;1;1
$1;1496076253888185638;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();D405DEEF84D27E13EFAE23AE0CF60484;6081829821787145343;1496076253880614285;1496076253888179976;a6b9179e06cd;4;4
$1;1496076253890076892;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();D405DEEF84D27E13EFAE23AE0CF60484;6081829821787145343;1496076253878964177;1496076253890074210;a6b9179e06cd;3;3
$1;1496076253890115837;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();D405DEEF84D27E13EFAE23AE0CF60484;6081829821787145343;1496076253878893316;1496076253890115837;a6b9179e06cd;2;2
$1;1496076253891717620;HTTP_VetsService.GET;D405DEEF84D27E13EFAE23AE0CF60484;6081829821787145343;1496076253878294065;1496076253891695009;a6b9179e06cd;1;1
$1;1496076254109384797;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();57DCB642D9D1D71FFD895C1DFA45F6DB;6081829821787145350;1496076254101672834;1496076254109378931;a6b9179e06cd;4;4
$1;1496076254111369264;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();57DCB642D9D1D71FFD895C1DFA45F6DB;6081829821787145350;1496076254100096643;1496076254111366632;a6b9179e06cd;3;3
$1;1496076254111401628;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();57DCB642D9D1D71FFD895C1DFA45F6DB;6081829821787145350;1496076254100078086;1496076254111399875;a6b9179e06cd;2;2
$1;1496076254113156904;HTTP_VetsService.GET;57DCB642D9D1D71FFD895C1DFA45F6DB;6081829821787145350;1496076254099463159;1496076254113133233;a6b9179e06cd;1;1
$1;1496076254310703944;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();555424A092C7C019DD457CC6543A48A4;6081829821787145357;1496076254302889904;1496076254310697562;a6b9179e06cd;4;4
$1;1496076254312644994;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();555424A092C7C019DD457CC6543A48A4;6081829821787145357;1496076254301255207;1496076254312642159;a6b9179e06cd;3;3
$1;1496076254312679457;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();555424A092C7C019DD457CC6543A48A4;6081829821787145357;1496076254301235347;1496076254312677501;a6b9179e06cd;2;2
$1;1496076254314283980;HTTP_VetsService.GET;555424A092C7C019DD457CC6543A48A4;6081829821787145357;1496076254300624104;1496076254314261430;a6b9179e06cd;1;1
$1;1496076254514224375;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();29FDBEEFBA61FD5FE3EC06DE8A0D20D7;6081829821787145364;1496076254506556505;1496076254514219262;a6b9179e06cd;4;4
$1;1496076254517254115;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();29FDBEEFBA61FD5FE3EC06DE8A0D20D7;6081829821787145364;1496076254504921708;1496076254517251155;a6b9179e06cd;3;3
$1;1496076254517293096;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();29FDBEEFBA61FD5FE3EC06DE8A0D20D7;6081829821787145364;1496076254504902856;1496076254517291318;a6b9179e06cd;2;2
$1;1496076254518962514;HTTP_VetsService.GET;29FDBEEFBA61FD5FE3EC06DE8A0D20D7;6081829821787145364;1496076254504289173;1496076254518882372;a6b9179e06cd;1;1
$1;1496076254718524851;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();F83CA6B3239829458757E42FD60AF151;6081829821787145371;1496076254710784414;1496076254718518840;a6b9179e06cd;4;4
$1;1496076254720478233;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();F83CA6B3239829458757E42FD60AF151;6081829821787145371;1496076254709134429;1496076254720475010;a6b9179e06cd;3;3
$1;1496076254720520410;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();F83CA6B3239829458757E42FD60AF151;6081829821787145371;1496076254709115240;1496076254720519412;a6b9179e06cd;2;2
$1;1496076254722464982;HTTP_VetsService.GET;F83CA6B3239829458757E42FD60AF151;6081829821787145371;1496076254708517993;1496076254722441612;a6b9179e06cd;1;1
$1;1496076254920820221;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();877FE72B62E670DA9D83F2BF6ACA7FD2;6081829821787145378;1496076254912868254;1496076254920814444;a6b9179e06cd;4;4
$1;1496076254922741088;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();877FE72B62E670DA9D83F2BF6ACA7FD2;6081829821787145378;1496076254911123485;1496076254922738579;a6b9179e06cd;3;3
$1;1496076254922776701;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();877FE72B62E670DA9D83F2BF6ACA7FD2;6081829821787145378;1496076254911103122;1496076254922775129;a6b9179e06cd;2;2
$1;1496076254924425091;HTTP_VetsService.GET;877FE72B62E670DA9D83F2BF6ACA7FD2;6081829821787145378;1496076254910464902;1496076254924402516;a6b9179e06cd;1;1
$1;1496076255108938417;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();165D6069B5576DA748AA2A1669E69E05;6081829821787145385;1496076255100170322;1496076255108932389;a6b9179e06cd;4;4
$1;1496076255111291476;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();165D6069B5576DA748AA2A1669E69E05;6081829821787145385;1496076255098425105;1496076255111288542;a6b9179e06cd;3;3
