$0;1494946399607628626;1.10;KIEKER-SINGLETON;6eea74558600;1;false;0;NANOSECONDS;1
$1;1494946587564594940;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();78646AA32D5774560FBC4DD0B1E0D3B2;4164281542945802006;1494946587555653721;1494946587564594334;6eea74558600;2;2
$1;1494946587566108299;HTTP_VetsService.GET;78646AA32D5774560FBC4DD0B1E0D3B2;4164281542945802006;1494946587555192616;1494946587566097997;6eea74558600;1;1
$1;1494946587807281836;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();F5F871A69B9A25164E4A7DEF3B41B593;4164281542945802014;1494946587801935925;1494946587807279615;6eea74558600;4;4
$1;1494946587808448808;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();F5F871A69B9A25164E4A7DEF3B41B593;4164281542945802014;1494946587800443867;1494946587808447219;6eea74558600;3;3
$1;1494946587808744299;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();F5F871A69B9A25164E4A7DEF3B41B593;4164281542945802014;1494946587800431823;1494946587808743128;6eea74558600;2;2
$1;1494946587810792112;HTTP_VetsService.GET;F5F871A69B9A25164E4A7DEF3B41B593;4164281542945802014;1494946587799827886;1494946587810578257;6eea74558600;1;1
$1;1494946588072461166;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();7098131A764E496E71FD58CB28E2194F;4164281542945802022;1494946588062743945;1494946588072457642;6eea74558600;4;4
$1;1494946588074392688;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();7098131A764E496E71FD58CB28E2194F;4164281542945802022;1494946588057901160;1494946588074390737;6eea74558600;3;3
$1;1494946588074502208;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();7098131A764E496E71FD58CB28E2194F;4164281542945802022;1494946588057885195;1494946588074501428;6eea74558600;2;2
$1;1494946588076228633;HTTP_VetsService.GET;7098131A764E496E71FD58CB28E2194F;4164281542945802022;1494946588057368582;1494946588076213652;6eea74558600;1;1
$1;1494946588312088809;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();2169098731566B4FB0A505E81041D29A;4164281542945802030;1494946588305042023;1494946588312086045;6eea74558600;4;4
$1;1494946588313518419;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();2169098731566B4FB0A505E81041D29A;4164281542945802030;1494946588303754416;1494946588313516956;6eea74558600;3;3
$1;1494946588313645523;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();2169098731566B4FB0A505E81041D29A;4164281542945802030;1494946588303743292;1494946588313644579;6eea74558600;2;2
$1;1494946588315516087;HTTP_VetsService.GET;2169098731566B4FB0A505E81041D29A;4164281542945802030;1494946588303276327;1494946588315500226;6eea74558600;1;1
$1;1494946588568278206;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();3BE48A976DB76D05A1B55A67EA435A07;4164281542945802038;1494946588563864507;1494946588568276101;6eea74558600;4;4
$1;1494946588569466965;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();3BE48A976DB76D05A1B55A67EA435A07;4164281542945802038;1494946588561978652;1494946588569465550;6eea74558600;3;3
$1;1494946588569730437;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();3BE48A976DB76D05A1B55A67EA435A07;4164281542945802038;1494946588561969575;1494946588569729239;6eea74558600;2;2
$1;1494946588576421131;HTTP_VetsService.GET;3BE48A976DB76D05A1B55A67EA435A07;4164281542945802038;1494946588561679569;1494946588576407003;6eea74558600;1;1
$1;1494946588827926084;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();026CCE884609C6F550756913AD7F9AB9;4164281542945802046;1494946588818784734;1494946588827922759;6eea74558600;4;4
$1;1494946588830046370;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();026CCE884609C6F550756913AD7F9AB9;4164281542945802046;1494946588817444946;1494946588830044026;6eea74558600;3;3
$1;1494946588830388675;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();026CCE884609C6F550756913AD7F9AB9;4164281542945802046;1494946588817434684;1494946588830387031;6eea74558600;2;2
$1;1494946588833012224;HTTP_VetsService.GET;026CCE884609C6F550756913AD7F9AB9;4164281542945802046;1494946588816966135;1494946588832994978;6eea74558600;1;1
$1;1494946589104072215;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();CCA481F3A80F948783884FF05FCF0CA7;4164281542945802054;1494946589098590641;1494946589104066566;6eea74558600;4;4
$1;1494946589105445295;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();CCA481F3A80F948783884FF05FCF0CA7;4164281542945802054;1494946589097069744;1494946589105443611;6eea74558600;3;3
$1;1494946589105550775;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();CCA481F3A80F948783884FF05FCF0CA7;4164281542945802054;1494946589097061446;1494946589105549754;6eea74558600;2;2
$1;1494946589108032066;HTTP_VetsService.GET;CCA481F3A80F948783884FF05FCF0CA7;4164281542945802054;1494946589096733649;1494946589108014029;6eea74558600;1;1
$1;1494946589371815583;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();C19F58321F9AA4FD05C1A5886EC01098;4164281542945802062;1494946589364057665;1494946589371812083;6eea74558600;4;4
$1;1494946589373791466;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();C19F58321F9AA4FD05C1A5886EC01098;4164281542945802062;1494946589361573643;1494946589373789173;6eea74558600;3;3
$1;1494946589373942511;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();C19F58321F9AA4FD05C1A5886EC01098;4164281542945802062;1494946589361563028;1494946589373941337;6eea74558600;2;2
$1;1494946589378250325;HTTP_VetsService.GET;C19F58321F9AA4FD05C1A5886EC01098;4164281542945802062;1494946589361133769;1494946589378225556;6eea74558600;1;1
$1;1494946589620169137;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();3CE10E5CC9DE836F9B62928EC636172D;4164281542945802070;1494946589612906718;1494946589620154996;6eea74558600;4;4
$1;1494946589621254516;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();3CE10E5CC9DE836F9B62928EC636172D;4164281542945802070;1494946589610813067;1494946589621253510;6eea74558600;3;3
$1;1494946589621340800;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();3CE10E5CC9DE836F9B62928EC636172D;4164281542945802070;1494946589610806933;1494946589621340229;6eea74558600;2;2
$1;1494946589623067022;HTTP_VetsService.GET;3CE10E5CC9DE836F9B62928EC636172D;4164281542945802070;1494946589610486734;1494946589623057026;6eea74558600;1;1
$1;1494946589900116869;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();8B0788085BE062AE937C1E7F7D3A2ABD;4164281542945802078;1494946589886475190;1494946589900113936;6eea74558600;4;4
$1;1494946589902530316;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();8B0788085BE062AE937C1E7F7D3A2ABD;4164281542945802078;1494946589885123128;1494946589902527995;6eea74558600;3;3
$1;1494946589902721296;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();8B0788085BE062AE937C1E7F7D3A2ABD;4164281542945802078;1494946589885084092;1494946589902719787;6eea74558600;2;2
$1;1494946589910433753;HTTP_VetsService.GET;8B0788085BE062AE937C1E7F7D3A2ABD;4164281542945802078;1494946589884574422;1494946589910419578;6eea74558600;1;1
$1;1494946590183572967;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();456B3A38BDE741026440D9AC3BD95128;4164281542945802086;1494946590163827911;1494946590183570374;6eea74558600;4;4
$1;1494946590187716347;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();456B3A38BDE741026440D9AC3BD95128;4164281542945802086;1494946590162374447;1494946590187713605;6eea74558600;3;3
$1;1494946590193758930;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();456B3A38BDE741026440D9AC3BD95128;4164281542945802086;1494946590162362113;1494946590193756686;6eea74558600;2;2
$1;1494946590195848252;HTTP_VetsService.GET;456B3A38BDE741026440D9AC3BD95128;4164281542945802086;1494946590161733368;1494946590195836518;6eea74558600;1;1
$1;1494946590503436936;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();0151D62B2E94A18CE101DCC43752540E;4164281542945802094;1494946590480476182;1494946590503433477;6eea74558600;4;4
$1;1494946590510179348;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();0151D62B2E94A18CE101DCC43752540E;4164281542945802094;1494946590479153284;1494946590510177304;6eea74558600;3;3
$1;1494946590510271666;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();0151D62B2E94A18CE101DCC43752540E;4164281542945802094;1494946590479118338;1494946590510271057;6eea74558600;2;2
$1;1494946590511394414;HTTP_VetsService.GET;0151D62B2E94A18CE101DCC43752540E;4164281542945802094;1494946590478707874;1494946590511384549;6eea74558600;1;1
$1;1494946590825336281;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();2DC5F8F118A2F12BDFE845FC6B677A81;4164281542945802102;1494946590818016197;1494946590825333451;6eea74558600;4;4
$1;1494946590827349141;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();2DC5F8F118A2F12BDFE845FC6B677A81;4164281542945802102;1494946590816714181;1494946590827347006;6eea74558600;3;3
$1;1494946590827500089;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();2DC5F8F118A2F12BDFE845FC6B677A81;4164281542945802102;1494946590816698341;1494946590827498718;6eea74558600;2;2
$1;1494946590832792118;HTTP_VetsService.GET;2DC5F8F118A2F12BDFE845FC6B677A81;4164281542945802102;1494946590813288723;1494946590832770374;6eea74558600;1;1
$1;1494946591087418750;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();8B4A2F3924FD9AA3688931D5885C2303;4164281542945802110;1494946591080112289;1494946591087415396;6eea74558600;4;4
$1;1494946591089775788;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();8B4A2F3924FD9AA3688931D5885C2303;4164281542945802110;1494946591078844479;1494946591089773515;6eea74558600;3;3
$1;1494946591089900387;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();8B4A2F3924FD9AA3688931D5885C2303;4164281542945802110;1494946591078833605;1494946591089898944;6eea74558600;2;2
$1;1494946591098346358;HTTP_VetsService.GET;8B4A2F3924FD9AA3688931D5885C2303;4164281542945802110;1494946591078279414;1494946591098320605;6eea74558600;1;1
$1;1494946591367348625;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();9F2AB75B1CDC1AA19498C69F6573DB18;4164281542945802118;1494946591354608075;1494946591367345571;6eea74558600;4;4
$1;1494946591369072789;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();9F2AB75B1CDC1AA19498C69F6573DB18;4164281542945802118;1494946591353214236;1494946591369070817;6eea74558600;3;3
$1;1494946591369247315;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();9F2AB75B1CDC1AA19498C69F6573DB18;4164281542945802118;1494946591353203285;1494946591369245869;6eea74558600;2;2
$1;1494946591381938515;HTTP_VetsService.GET;9F2AB75B1CDC1AA19498C69F6573DB18;4164281542945802118;1494946591350048409;1494946591381926593;6eea74558600;1;1
$1;1494946591613377624;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();94D423E2DB121CBA2626F060AB6FA8B0;4164281542945802126;1494946591604708420;1494946591613375262;6eea74558600;4;4
$1;1494946591614728999;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();94D423E2DB121CBA2626F060AB6FA8B0;4164281542945802126;1494946591603583589;1494946591614727476;6eea74558600;3;3
$1;1494946591614817625;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();94D423E2DB121CBA2626F060AB6FA8B0;4164281542945802126;1494946591603575147;1494946591614817038;6eea74558600;2;2
$1;1494946591620425726;HTTP_VetsService.GET;94D423E2DB121CBA2626F060AB6FA8B0;4164281542945802126;1494946591603231848;1494946591620415313;6eea74558600;1;1
$1;1494946591862687831;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();087249293443083FC11BD04D0F6CE958;4164281542945802134;1494946591857538056;1494946591862685361;6eea74558600;4;4
$1;1494946591863902078;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();087249293443083FC11BD04D0F6CE958;4164281542945802134;1494946591856789783;1494946591863900301;6eea74558600;3;3
$1;1494946591864003467;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();087249293443083FC11BD04D0F6CE958;4164281542945802134;1494946591856782645;1494946591864002697;6eea74558600;2;2
$1;1494946591866509163;HTTP_VetsService.GET;087249293443083FC11BD04D0F6CE958;4164281542945802134;1494946591856416452;1494946591866488465;6eea74558600;1;1
$1;1494946592147154340;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();64BE361288E752FDA4343B66BCDD3907;4164281542945802142;1494946592139210818;1494946592147150946;6eea74558600;4;4
$1;1494946592149006755;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();64BE361288E752FDA4343B66BCDD3907;4164281542945802142;1494946592132640316;1494946592149004245;6eea74558600;3;3
$1;1494946592149151566;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();64BE361288E752FDA4343B66BCDD3907;4164281542945802142;1494946592132628272;1494946592149150230;6eea74558600;2;2
$1;1494946592153917945;HTTP_VetsService.GET;64BE361288E752FDA4343B66BCDD3907;4164281542945802142;1494946592132196006;1494946592153900364;6eea74558600;1;1
$1;1494946592424044119;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();8A10EDF455CE0070F97EEC988F5792A6;4164281542945802150;1494946592414277705;1494946592424041697;6eea74558600;4;4
$1;1494946592425079093;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();8A10EDF455CE0070F97EEC988F5792A6;4164281542945802150;1494946592412453443;1494946592425077870;6eea74558600;3;3
$1;1494946592425210457;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();8A10EDF455CE0070F97EEC988F5792A6;4164281542945802150;1494946592412436857;1494946592425209807;6eea74558600;2;2
$1;1494946592426764767;HTTP_VetsService.GET;8A10EDF455CE0070F97EEC988F5792A6;4164281542945802150;1494946592411899722;1494946592426751967;6eea74558600;1;1
$1;1494946592693253525;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();99ED8407F02978BD83EF5F31CBA45BF6;4164281542945802158;1494946592681510557;1494946592693250077;6eea74558600;4;4
$1;1494946592694313400;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();99ED8407F02978BD83EF5F31CBA45BF6;4164281542945802158;1494946592673256383;1494946592694312101;6eea74558600;3;3
$1;1494946592694407810;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();99ED8407F02978BD83EF5F31CBA45BF6;4164281542945802158;1494946592673246204;1494946592694407162;6eea74558600;2;2
$1;1494946592696861281;HTTP_VetsService.GET;99ED8407F02978BD83EF5F31CBA45BF6;4164281542945802158;1494946592672773765;1494946592696851302;6eea74558600;1;1
$1;1494946592982117472;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();75E7483A66A16C4A8C666F60264278AC;4164281542945802166;1494946592971454435;1494946592982115003;6eea74558600;4;4
$1;1494946592990259356;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();75E7483A66A16C4A8C666F60264278AC;4164281542945802166;1494946592970430350;1494946592990256646;6eea74558600;3;3
$1;1494946592990373577;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();75E7483A66A16C4A8C666F60264278AC;4164281542945802166;1494946592970422313;1494946592990372423;6eea74558600;2;2
$1;1494946592992396472;HTTP_VetsService.GET;75E7483A66A16C4A8C666F60264278AC;4164281542945802166;1494946592970011824;1494946592992383129;6eea74558600;1;1
$1;1494946593235727044;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();D7E2B0F4902DD342A9FA5D0EB3A553FC;4164281542945802174;1494946593228986214;1494946593235724690;6eea74558600;4;4
$1;1494946593237046657;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();D7E2B0F4902DD342A9FA5D0EB3A553FC;4164281542945802174;1494946593227388503;1494946593237044988;6eea74558600;3;3
$1;1494946593237156521;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();D7E2B0F4902DD342A9FA5D0EB3A553FC;4164281542945802174;1494946593227376916;1494946593237155645;6eea74558600;2;2
$1;1494946593240929556;HTTP_VetsService.GET;D7E2B0F4902DD342A9FA5D0EB3A553FC;4164281542945802174;1494946593226849077;1494946593240917125;6eea74558600;1;1
$1;1494946593474367713;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();40DDACE21267D63A11013A2D8B33F5C8;4164281542945802182;1494946593468017606;1494946593474365604;6eea74558600;4;4
$1;1494946593475409133;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();40DDACE21267D63A11013A2D8B33F5C8;4164281542945802182;1494946593466814736;1494946593475407820;6eea74558600;3;3
$1;1494946593475496779;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();40DDACE21267D63A11013A2D8B33F5C8;4164281542945802182;1494946593466803713;1494946593475496064;6eea74558600;2;2
$1;1494946593478129552;HTTP_VetsService.GET;40DDACE21267D63A11013A2D8B33F5C8;4164281542945802182;1494946593466324493;1494946593478113979;6eea74558600;1;1
$1;1494946593730943241;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();5BC1A88CD216A71AF42164E4DBDA3ED9;4164281542945802190;1494946593717728256;1494946593730941308;6eea74558600;4;4
$1;1494946593731889328;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();5BC1A88CD216A71AF42164E4DBDA3ED9;4164281542945802190;1494946593717067951;1494946593731887986;6eea74558600;3;3
$1;1494946593731987019;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();5BC1A88CD216A71AF42164E4DBDA3ED9;4164281542945802190;1494946593717062201;1494946593731986363;6eea74558600;2;2
$1;1494946593733988574;HTTP_VetsService.GET;5BC1A88CD216A71AF42164E4DBDA3ED9;4164281542945802190;1494946593716829344;1494946593733978397;6eea74558600;1;1
$1;1494946593997362921;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();077EA901D4194F9C0C9BD40816513AC5;4164281542945802198;1494946593990009328;1494946593997360280;6eea74558600;4;4
$1;1494946593999738775;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();077EA901D4194F9C0C9BD40816513AC5;4164281542945802198;1494946593989093787;1494946593999736589;6eea74558600;3;3
$1;1494946593999834076;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();077EA901D4194F9C0C9BD40816513AC5;4164281542945802198;1494946593989085758;1494946593999833279;6eea74558600;2;2
$1;1494946594010016354;HTTP_VetsService.GET;077EA901D4194F9C0C9BD40816513AC5;4164281542945802198;1494946593988034589;1494946594009996969;6eea74558600;1;1
$1;1494946594275324448;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();F0F8645966A852F945BDF75D274D9221;4164281542945802206;1494946594270283374;1494946594275322541;6eea74558600;4;4
$1;1494946594276312290;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();F0F8645966A852F945BDF75D274D9221;4164281542945802206;1494946594259001546;1494946594276310876;6eea74558600;3;3
$1;1494946594276398897;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();F0F8645966A852F945BDF75D274D9221;4164281542945802206;1494946594258995598;1494946594276398371;6eea74558600;2;2
$1;1494946594278956805;HTTP_VetsService.GET;F0F8645966A852F945BDF75D274D9221;4164281542945802206;1494946594258745102;1494946594278947084;6eea74558600;1;1
$1;1494946594610537597;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();E8D45AFB1951CC211BEA47AB0735D6D3;4164281542945802214;1494946594578225353;1494946594610535239;6eea74558600;4;4
$1;1494946594611477543;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();E8D45AFB1951CC211BEA47AB0735D6D3;4164281542945802214;1494946594569442215;1494946594611476132;6eea74558600;3;3
$1;1494946594611564144;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();E8D45AFB1951CC211BEA47AB0735D6D3;4164281542945802214;1494946594569436081;1494946594611563647;6eea74558600;2;2
$1;1494946594612588149;HTTP_VetsService.GET;E8D45AFB1951CC211BEA47AB0735D6D3;4164281542945802214;1494946594569075093;1494946594612578612;6eea74558600;1;1
$1;1494946595060617881;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();46E037A07EA2E37D7CEAF2D8A34960A9;4164281542945802222;1494946595052683634;1494946595060615817;6eea74558600;4;4
$1;1494946595061766557;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();46E037A07EA2E37D7CEAF2D8A34960A9;4164281542945802222;1494946595050846488;1494946595061765148;6eea74558600;3;3
$1;1494946595061861000;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();46E037A07EA2E37D7CEAF2D8A34960A9;4164281542945802222;1494946595050839232;1494946595061860371;6eea74558600;2;2
$1;1494946595065774887;HTTP_VetsService.GET;46E037A07EA2E37D7CEAF2D8A34960A9;4164281542945802222;1494946595050461638;1494946595065757175;6eea74558600;1;1
$1;1494946595382263425;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();3752F2612BD01619AFF0851D46953DDE;4164281542945802230;1494946595378726793;1494946595382260656;6eea74558600;4;4
$1;1494946595383855465;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();3752F2612BD01619AFF0851D46953DDE;4164281542945802230;1494946595377355919;1494946595383853975;6eea74558600;3;3
$1;1494946595384198233;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();3752F2612BD01619AFF0851D46953DDE;4164281542945802230;1494946595377349626;1494946595384197484;6eea74558600;2;2
$1;1494946595392970956;HTTP_VetsService.GET;3752F2612BD01619AFF0851D46953DDE;4164281542945802230;1494946595377041597;1494946595392961098;6eea74558600;1;1
$1;1494946595708138114;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();D3FF8E4532DCB898299678C4438C1EFE;4164281542945802238;1494946595699995994;1494946595708135807;6eea74558600;4;4
$1;1494946595713487503;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();D3FF8E4532DCB898299678C4438C1EFE;4164281542945802238;1494946595693453781;1494946595713484896;6eea74558600;3;3
$1;1494946595713637109;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();D3FF8E4532DCB898299678C4438C1EFE;4164281542945802238;1494946595693447271;1494946595713636182;6eea74558600;2;2
$1;1494946595714772120;HTTP_VetsService.GET;D3FF8E4532DCB898299678C4438C1EFE;4164281542945802238;1494946595692940797;1494946595714758839;6eea74558600;1;1
$1;1494946596017997566;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();0FCC50CC59488DC43AA09A4159DFA2FB;4164281542945802246;1494946596007557932;1494946596017994684;6eea74558600;4;4
$1;1494946596019900388;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();0FCC50CC59488DC43AA09A4159DFA2FB;4164281542945802246;1494946596002584610;1494946596019898487;6eea74558600;3;3
$1;1494946596020053149;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();0FCC50CC59488DC43AA09A4159DFA2FB;4164281542945802246;1494946596002574583;1494946596020051919;6eea74558600;2;2
$1;1494946596022400852;HTTP_VetsService.GET;0FCC50CC59488DC43AA09A4159DFA2FB;4164281542945802246;1494946596002077878;1494946596022380709;6eea74558600;1;1
$1;1494946596310067241;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();19E2A240EFE8C41BC7A70AF678BB4251;4164281542945802254;1494946596291062391;1494946596310065145;6eea74558600;4;4
$1;1494946596311008473;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();19E2A240EFE8C41BC7A70AF678BB4251;4164281542945802254;1494946596290348827;1494946596311007032;6eea74558600;3;3
$1;1494946596311095033;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();19E2A240EFE8C41BC7A70AF678BB4251;4164281542945802254;1494946596290315556;1494946596311094572;6eea74558600;2;2
$1;1494946596312966815;HTTP_VetsService.GET;19E2A240EFE8C41BC7A70AF678BB4251;4164281542945802254;1494946596289911309;1494946596312956044;6eea74558600;1;1
$1;1494946596663591799;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();E23460614760155800E90C31E25DFD26;4164281542945802262;1494946596653906654;1494946596663589556;6eea74558600;4;4
$1;1494946596665239996;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();E23460614760155800E90C31E25DFD26;4164281542945802262;1494946596653158565;1494946596665238493;6eea74558600;3;3
$1;1494946596665329527;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();E23460614760155800E90C31E25DFD26;4164281542945802262;1494946596653104957;1494946596665328948;6eea74558600;2;2
$1;1494946596669599145;HTTP_VetsService.GET;E23460614760155800E90C31E25DFD26;4164281542945802262;1494946596652676298;1494946596669588713;6eea74558600;1;1
$1;1494946596920398998;public abstract java.util.Collection org.springframework.samples.petclinic.vets.domain.model.vet.VetRepository.findAll();788DBC307AF51ACCDA1429530BDF2539;4164281542945802270;1494946596913160165;1494946596920395751;6eea74558600;4;4
$1;1494946596922456714;public java.util.Collection org.springframework.samples.petclinic.vets.application.VetService.findVets();788DBC307AF51ACCDA1429530BDF2539;4164281542945802270;1494946596909378289;1494946596922454351;6eea74558600;3;3
$1;1494946596922769921;public java.util.Collection org.springframework.samples.petclinic.vets.web.boundary.VetResource.showResourcesVetList();788DBC307AF51ACCDA1429530BDF2539;4164281542945802270;1494946596909368501;1494946596922766988;6eea74558600;2;2
$1;1494946596925022332;HTTP_VetsService.GET;788DBC307AF51ACCDA1429530BDF2539;4164281542945802270;1494946596908914608;1494946596925011805;6eea74558600;1;1
